track_id,artists,album_name,track_name,valence
0pKky46oy5um7iUFOJ4qEx,Mokhov,Future Hope,Future Hope,0.525
0ZmsOT1SuGAzvtvPDm00y5,Gescom,Key nell,Key nell 3,0.336
10MSS0TZ2izKrMTdITLVnk,Kyson,A Book Of Flying,Thank You For Everything Part II,0.039
4miEA9U9PZKBYryATLzCKC,µ-Ziq,Lunatic Harness,Hasty Boom Alert,0.215
4Z8jptUDjJDuxBf0pSOvSi,µ-Ziq,Lunatic Harness,Brace Yourself Jason,0.447
5ZgcDWn7ZWNwFUsm80lNFZ,Adam Johnson,DJ-Kicks (DJ Tennis) [DJ Mix],Anex - Mixed,0.683
22wLNowbZhXHku5gQel7FQ,Ochre,Understory,Liana,0.346
2jr8Z0PKUDKXcyrtYW4dP8,arai tasuku;Coma,Sin of Children: re,Irma learns to swim - 2021 Remastered,0.151
1VL8VIM4QpSvwMB2KGgOWa,Mokhov,Future Hope,Hope Shimmer,0.671
41KFonSYU0U0aCbLbS67JB,Serph,Disney Glitter Melodies,Under the Sea,0.229
2ZGwyf47Nygvzh3THlReH0,Rei Harakami,広い世界 と せまい世界,Toy Box,0.598
3QuVj43fZm4HCOqkxvXFDf,OSAMU SATO,LSD REVAMPED,Long Tall Eyelash 2018,0.676
0sL0ARC3N3zxhtHJfOI4uy,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,Robertson Mocks,0.342
1JXs0wGQsW8RsijjrGf6ek,Luke Vibert,165 303,165 303,0.516
6GduxLfJo5y4BVv4uv6NA1,LFO,Advance,Goodnight Vienna,0.035
5QofAKRR2TupPuoBkm81EO,The Black Dog,Music For Adverts (And Short Films),Wot,0.46
6qanMXFzVtuhvF3ptfsh4z,Mokhov,Perfect Dream,Dream Eyes,0.311
3AbVyubuGkJPbh3gTjWryp,arai tasuku;Luna Goami,Sin of Children: re,Time passing Bell - 2021 Remastered,0.171
4IJDuya7juemZJatB3HPnX,Melorman,After Noon,Dorieus,0.0377
74MNgfAdxP56KBMKoeu9Nx,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,Mask of Skeleton,0.057
7xtWdf1rVjYjcU93sUvCq0,Abfahrt Hinwil,Links Berge Rechts Seen,Links Oben,0.824
3vkx8zeclICui76ccWUzYU,Casino Versus Japan,Echo Counting,The Deadest Bar,0.328
13JA5wH9zrY23pUjxlxUtx,Milieu,Butcher Block Andromeda,Autumn Fog Lifts - Yearbook Version / Remastered,0.785
1BCJglbHMdvCZ5mlHFx6IL,Plone,For Beginner Piano,Top & Low Rent,0.487
3obBq9Ed2CqfogH9Rnfe8d,arai tasuku,Alice,You only smiled once,0.0994
2hWJBOBNI9BJFvwT8Nb4x2,Rival Consoles,Overflow,Pulses of Information,0.0384
7fIji4X4TU9vS7tKTyxSHT,alva noto,HYbr:ID I,HYbr:ID oval noise,0.0349
16kshurqSzJiqXwZsWGe11,Serph,Disney Glitter Melodies,A Whole New World,0.0946
78YCFnhSZPZbkdYEpmPFf7,alva noto,Unieqav,Uni Version,0.0375
4yBWN2T5vdZLhLWJMHEmdl,Team Shadetek,Brooklyn Anthem,Brooklyn Anthem (feat. 77klash & Jahdan) - Vocal Version,0.126
0Oq4ujF3prh43WEVwqWA7X,Mouse On Mars;Tortoise,21 Again Collaborations (Part 1),Shoe Fly,0.414
4fTRTem3txsZES3SZGgVIo,Plaid,Polymer,Crown Shy,0.266
4NMiLFqIx3BmU2o3nJ2Bwo,Rival Consoles,Night Melody / Articulation,Night Melody,0.0687
13i2QG5f1xGFctom4MOSke,ginormous,"At Night, Under Artificial Light","Night Scenes, Fireworks, The Heavens",0.0385
6Ooi2EMkj9JJ7rwPzlAnHB,Plaid,Polymer,All To Get Her,0.175
74L2D62h4YDkkWJC3U542b,Fernando Corona,Fernando Corona,Te Regalo Mi Adiós,0.758
49BVYndXvek1joQZSXzPry,Kyson,Forest Green / Have My Back,Forest Green,0.0924
59xPgtPmhM16y47JX3ETUO,Yosi Horikawa,Spaces,Fluid,0.342
2ueSOewe2bXPIpE8y8TTj1,Daisuke Tanabe,Cat Steps,for the twin,0.649
0QsoJz2GAIcUvquVDCz3mN,Yosi Horikawa,Wandering,Wandering,0.171
7iaApbCDpEVdB19skRl8cO,aus,"Light in August, Later",Remnant,0.0662
2dvf91VQ1Dd6n5cQ62r7wi,tstewart;Machinedrum,josephine,josephine,0.0627
2aWlhicQF8qEPIdf4pEP6B,Pleq;Hakobune,Adrift,Adrift,0.2
6V6nBClHaXWDpLCOP1jqQD,MIKTEK,Elsewhere,False Dawn,0.331
6r9NXsEgMxyDIvwfNUdTTE,MMOTHS,Ep1,If Only,0.167
6fRSFgVZwxq2d3nQReWFDk,Kyson,Kyson,After the Rain,0.15
7GTJHNkKze16pc67ZhdrV9,Kyson,Blackstone,Soul Person,0.279
4TwMjlyVd6FFqnJyGho73M,Telefon Tel Aviv,Immolate Yourself,The Birds,0.178
7ns5VvwQUV3A8gLxoSZVyJ,Casino Versus Japan,Whole Numbers Play The Basics,Aquarium,0.494
3ovLeMGp91uEx4Mc8Bwg18,Plaid,The Digging Remedy,Wen,0.16
0hAM2VDYMWzAgtCVZXA6Qr,Ochre,A Midsummer Nice Dream,A Midsummer Nice Dream,0.114
3ukwnTgR7hzcEGybAr22i4,Tineidae;Voidnet,GHOSTS,"Ghosts, Pt. 1",0.144
46HzdWnfVk9qiyG68TPMFk,B12,"B12 Records Archive, Vol. 1",Telefone 529,0.688
3k7tKpRxM3oBd9BlMw4rRa,B12,Time Tourist (Expanded Edition),Phett,0.706
3NcOlyaj8fEPbVfvNOKeaD,Lusine,A Certain Distance,Two Dots,0.608
4kD3hULynIfyLp6rIYxSAi,Melorman,Getting Sleepy,Dr Dream,0.0363
7vExAJV1OEdd9mNkjaGPuO,An On Bast,Spooky Actions,Spooky Actions,0.52
0z9jdh1zfhzHgtevwRcDxX,dreissk,The Finding,Not Enough,0.0349
32U5u5nx3NfDgcXvHm556F,Melorman,Far Away Morning,Melgar,0.526
0KX3G560wMcZyDIZAw10mJ,Bochum Welt,Desktop Robotics & Feelings on a Screen (25th Anniversary Edition),HMT - 202 Mix,0.557
0dy5655YW1qZJIDyJiz2l4,Funkstörung;Jamie Lidell,Funkstörung,So Simple,0.15
17I5IcS0nXZb3Gt37m51kp,Freescha,Kids Fill the Floor,My First Robot,0.208
0ijH7DPZFUFXmV3bDFzF0X,Rei Harakami,広い世界 と せまい世界,海月流戯,0.19
74nC4270McJuYXWSZrDghU,Serph,Disney Glitter Melodies,When You Wish Upon a Star,0.24
26ZDH36PCzyG1Wf44pYFdN,Melorman,Far Away Morning,Kalimeer,0.303
1dsYCqVBPiK4P7UPjHHD21,Arovane,Lilies,Pink Lilies,0.189
4pOB4PcZo5TXA4AKfo7ebS,Melorman,After Noon,Under a Shelter,0.179
4CFM73NEeHfBQ9DFIyrHl2,Bogdan Raczynski,Samurai Math Beats,"I Cry , Bai Bai",0.537
04uwJ9uQ9C3MhgwP9NACU9,Mouse On Mars;Cavern of Anti-Matter,21 Again Collaborations (Part 1),Fertilized,0.827
1Y1b4XsvIDdQIWiLXi5uoH,Melorman,Far Away Morning,Plodder,0.0352
2Up8lA8ogmHdR9uOBwGOzk,Cepia,Cepia,Ithaca,0.855
0kyDOk2YUVK6hecB1XSk75,Casino Versus Japan,Frozen Geometry,Ashes,0.137
4W5LREYy8mr0tGcuaRTIXm,Kelpe,Fourth: The Golden Eagle Remixed,Beaks of Eagles - Fulgeance Remix,0.583
7cgpn5IRAcVVVNOfOMlkPI,Susumu Yokota,Sakura,Hagoromo,0.16
2Q9vfN92vj9TQgnN5Mq9CK,Autechre,EP7,Rpeg,0.741
1zpJLInz6gwWPmkigI4zoc,Ceephax Acid Crew,Box Steady,Eurozone,0.554
4OnmluCzMDBZ76ZoaCaR2e,Kelpe,Ex-Aquarium,Shipwreck Glue,0.287
7pH7Gj3mUwro3omQrT8G6D,Dither,Tools of Demolition,Blast Off,0.385
1TxmGp8EgPGXABBo5eNsqy,Melorman,Far Away Morning,Lemetrom,0.277
2HyPmTIFBSXLKDKBsgi6vQ,Plaid,Heaven's Door: The Soundtrack,Hydrosphere,0.081
3loBcjKmFkcSV6fdKnSgMK,Casino Versus Japan,Whole Numbers Play The Basics,Making Lake Park In The Sun,0.0812
7LVIK75hz2TcAKcTwZKhlV,Plaid,Polymer,Recall,0.0738
21V4cmZDzVTyoOE2kFTl1Z,Plaid,Rest Proof Clockwork,Tearisci,0.845
5x0HA3Knn7oYovtUa9hPVm,Casino Versus Japan,Frozen Geometry,The Lavender Lullabye,0.158
79pqKla5Q9IiAQfK4jalAO,Quench;Nicholson,Live at Tomorrowland Belgium 2018 (Highlights) [A State Of Trance Stage],Dreams (Mix Cut) - Nicholsons Cathedral Remix,0.0355
26peBoZZ6Wr2O4p0uyhkL0,Ceephax Acid Crew,Fossil Funk EP,Fossil Funk Piano Mix - Live Studio Version,0.309
6l52jY0f3gnEGq9sWxQEq8,Seekae,Turbine Blue,Turbine Blue,0.4
7kdY5acuwyv39miZaewnwr,Seekae,The Worry,Test & Recognise,0.373
2DKB5n0Nf54tewQaoSzSL3,Yoko Duo;Lake People,Remixes,Blowfish - Lake People Remix,0.748
2R1ie4gZr9VXwVQlqrdGNP,Two Lone Swordsmen,Tiny Reminders,Constant Reminder,0.179
0BELfOcufjLMZkfPu2p7K5,LFO,LFO,LFO,0.644
0aEWIpq0pw9ZWkJTgjp3eh,Mokhov,Memories 2010-2013 Two,Serene Awakening,0.317
28YdZYBQZ6cVmEAQp2Khjn,Datassette,Lighthouse,Lighthouse,0.282
7sRMepOClh09cgoSE0Qhts,Rival Consoles,Them Is Us,Them Is Us,0.082
0pvo7vEKIrMs0kzHim2lPk,Tanzmuzik,Scratches,Blue,0.208
16n69ec1c4meNCHtqzvwm5,Casino Versus Japan,Whole Numbers Play The Basics,Moonlupe,0.0579
4Tni0eZOEBwZ7Dd1Q4izKL,Ben Lukas Boysen,Mirage,Love,0.234
2bTXRVUA8793Ws3ndWE1DI,Wisp;M.E.R.S,Mechanic Paradox,Negions Fail - M.E.R.S Remix,0.0661
7q6BeS7dkoBn0HCiIYHoFz,Bola,D.E.G,Herzzatzz,0.336
5Ci2mqwONKvaxROB0C0ra5,Michael Fakesch,Marion (20th Anniversary Edition),Rand Va,0.814
0yQwDOqm8IfdsIQ4mI9NYC,Rival Consoles,Echoes,Echoes,0.171
4Q15uJ0IAUhLmbfMBx4X5c,Susumu Yokota,Sakura,Kodomotachi,0.387
5ZidHDu7QzIDYknkBQlYw1,Ben Lukas Boysen;Paul Emmerich;Qasim Naqvi,The Lazarus Project (Original Score),Strike,0.0725
4FDijQ8rLUP3TiTvUS0yaW,Ilkae,Bring Extra Dragons,Soda's Theme,0.371
0tH7mxb2ML1VlOinHRcelQ,Autechre,Tri Repetae,Clipper,0.968
1J5teZLffoiO7RGEKBZYfL,Ilkae,Pistachio Island,Cascade Peridot,0.15
4ZRq46zsm7Fwz6dyB3hDSy,Mokhov,Halcyon Days,Midnight Love,0.44
1h1xFDqICYyOmAkAnzGpnD,Rival Consoles,Odyssey / Sonne,Haunt,0.284
3rkesmzecZXrKZ7HA68OKZ,Rival Consoles,Persona,Be Kind,0.45
24khwKuteDc0DPEpFbws1t,Preston,Let The Music Play (Playlist Sept '17),Riverdale,0.163
2s6wSsFT1xOpd6EQT1Cu80,Datassette,Selected Offal,Crucifix,0.732
1ySelcGSPG6LJENqs8DQcb,Nobukazu Takemura,Scope,Kepler,0.0357
55Y5mgBeq2ObVg04Uc3Q4Q,arai tasuku;hatis noit,Sin of Children: re,Lizzy's delights - 2021 Remastered,0.263
31yz7SA1WLjUhUm2CnSk1O,Gimmik,Still In My Arms: Compiled by Bayu and Moopie,Scope,0.042
0HopyN5GmYPIi4pX65vjI8,alva noto,Unieqav,Uni Normal,0.0724
094ZtoTOQmY99kAHSozuOH,Plone,We Are Reasonable People,Plaything,0.143
5GgiFBlKuf800MctSkHZFJ,Ryoma Maeda,FANTASTIC SUICIDE,We Will Funk You,0.374
5ap8ZqhzJyz701DVtiBgZF,Casino Versus Japan,Hitori + Kaiso (1998 - 2001),Theme from Lazy Day,0.0382
1huZlA5IzMJPKt993mDiGO,Casino Versus Japan,Echo Counting,Untitled,0.0374
2F3G1HIRoH9t3VMYW1MWkT,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,Daydream Boy,0.0362
5q2T6Zo23L7k9Ex2utRGS1,Two Lone Swordsmen,Tiny Reminders,Brootle,0.552
5Reix64EY16zm83i6ryqNR,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,Three Strange Ghosts,0.122
07EqNLWY7smbjWVZGCdCgH,Susumu Yokota,Grinning Cat,King Dragonfly,0.541
5PKjpKNG7SGdVcMV5dfyX6,D'Arcangelo,Somewhere In Time,Diagram VII - 80's Mx,0.16
2sjg5jT1ljKRaL2C4nDsnp,LFO,Advance,Tied Up,0.405
3kzOSIlzxenJZSsGTjJ9Ia,Casino Versus Japan,Whole Numbers Play The Basics,Manic Thru Tone,0.0451
1xPwfA24ZWS3DvJpHLbu0q,Two Lone Swordsmen,From The Double Gone Chapel,The Lurch,0.69
6Z6hINeNVyRnNq04Eos9ml,Rei Harakami,red curb,unexpected situations,0.0501
3yuSn1mX7iU35dmVqqvVPD,Luke Vibert,We Hear You,We Hear You,0.717
6q3DPWwjUZKyc6tx7i9jEZ,Casino Versus Japan,Frozen Geometry,What Is Left,0.168
2MbiQYpyeY7JJp2XORKJU4,Rival Consoles,Kid Velo,Kid Velo,0.555
71WG1HFNnu02kbqVTktmlh,Susumu Yokota,Sakura,Kodomotachi,0.399
3qn3HARlVAwyZMqZWaO3Pm,Rival Consoles,DJ-Kicks (DJ Tennis) [DJ Mix],Recovery - Mixed,0.332
6ysAshHUIA3qN2do0wSwIZ,Rival Consoles,Night Melody / Articulation,Sudden Awareness of Now,0.334
4qM7yOdT0M8D6oFw9aNRzJ,Luke Vibert;BJ Cole,Stop the Panic,Songs of the Nighlife,0.684
7MYzCwjOMFhWy8psUopoBa,Rival Consoles,Kid Velo,Amiga,0.537
0D7mCAdzzg4zAHXSmZm6lk,Isan,Salle d´Isan,Salle D'isan,0.281
2rahZcwdQ3zQU6AEgXWV6G,Kyson,A Book Of Flying,Pictures,0.0548
7u5jMmwkLQBe2B0HNwRrtj,Arovane;Hior Chronik,In-between,"A Day, November 2013",0.0394
5rbC4OaZxa4XetjQvkzTzx,Aoki Takamasa;Tujiko Noriko,28,26th Floor,0.235
38Use8SBVT4QK8EAc77Pe7,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,The Joker of Sadness,0.602
2zCLgKp1b5pRiP1tfvukS6,Stumbleine,Ghosting,Aliceband,0.0732
3CKtbZz82VbG4t2L7bDZRD,MIKTEK,Elsewhere,Nascency,0.176
5J94BE34S8gqfmhTFQzHmM,Susumu Yokota,Sakura,Azukiiro No Kaori,0.0673
6uBVVuDKh2z0sQzlzJowpy,Sonmi451,Nachtmuziek,Vladivostok,0.198
4PJ8vItbBfr1oWbpAOSjqp,Casino Versus Japan,Hitori + Kaiso (1998 - 2001),Troidic,0.128
358JzXANgj0LSRMbmPkoJZ,Ochre,Isolette,Paper Unicorn,0.0495
77x1hZxsapUN4ffbXR6aSL,Ochre,Isolette,Infinite Bookends,0.106
4MAhsAi1cshUETNht10ZYe,Ben Lukas Boysen;Paul Emmerich,The Lazarus Project (Original Score),Paris Hunt,0.0383
1HzEnGmXeDOzE4Xrh4tVz8,Proem,Socially Inept,Little_a,0.672
22MLePi12fyix2N9ee04uG,Sonmi451,Seven Signals In The Sky,Seven Signals In The Sky,0.175
5givK8R8LNPsiyv1H8l573,Teielte,Melancholizm,Experiencing,0.449
35nqVrLeL0W9QskPrW0gei,Ochre,A Midsummer Nice Dream,Revolver,0.21
0Ha6gINRsYijR1CIAF0ZwY,An On Bast,I Create As I Speak,Back to the Garden,0.144
4j6P3mLiZRfNPGFIQlq9vX,Ben Lukas Boysen,Siren Songs (Original Score for an Abandoned Video Game),Siren Songs - Theme,0.0667
5driE00Pcqtt2pt84dZSTm,Melorman,Far Away Morning,Jerom,0.0688
5zdwx9iNg9OySJzpzUXjx2,Toronto Is Broken;Aktive;MZKA,Run Underwater,Run Underwater,0.418
2WOCQriCJaM9hhDZLZihRR,Ochre,Project Caelus,Frustums,0.204
4qNfyAdNJ4NLxxgW0zdH2u,Melorman,After Noon,Two and a Nine,0.0801
1MV6JUEwj725Q93a1HO7iU,Stumbleine,Spiderwebbed,Kaleidoscope,0.222
64ePgq9aQ8w7MHbarfwwiZ,Ceephax Acid Crew,Box Steady,Darqcyde,0.485
4rUMtDXk6yfrgHDJVbbOCk,Ochre,A Midsummer Nice Dream,Brancaster Coast,0.0341
6w5fIsjwH9SMyOWIo3QhCQ,Melorman,After Noon,Celia,0.078
08Nig6uTKoQVItlYoPH2tV,Bogdan Raczynski,Samurai Math Beats,Sayounara Tsutara,0.839
2g3JoY89ll4v0rnWmzOtD3,Plaid;Tim Hutton,Double Figure,Ti Bom,0.369
75B4aRb2mpubbZNG6YMeur,alva noto;Ryuichi Sakamoto,DJ-Kicks (DJ Tennis) [DJ Mix],Aurora - Mixed,0.0757
5HhORlnAQ7rnglkenOqHDR,Two Lone Swordsmen,Stay Down,Spine Bubbles,0.277
7yDiH2ODGCSIr3SjdBPUAu,Ochre,Project Caelus,Sugar Tree,0.489
3k6hDQXDBlYGLgcIBcdeOK,OSAMU SATO;Ryuichi Sakamoto,ALL THINGS MUST BE EQUAL (TYO EDITION),RETROCOGNITION2017,0.66
1wb1ZXg2PXID9E9pjecsbD,Autechre,Anvil Vapre,Second Scepe,0.278
2uwUhucfr0PkfgL5AYhJvT,Melorman,Far Away Morning,Lowerian (Extended Version),0.384
3JPlmw57GDHGVUFSzG0iCd,Serph,Disney Glitter Melodies,It's a Small World,0.189
0GeAQxvo05osGBG1SGURLW,Melorman,Far Away Morning,Laying on a Tree (Extended Version),0.066
1MngIUVxSLvjdLVyin3obP,Arovane,Tides (2022 Remaster),Deauville - 2022 Remaster,0.061
20zlgRB6E9LroNBkSoFaUe,Plaid,We Are Reasonable People,Ilasas,0.969
5Q27YfIkFxaDLq6niUHt6V,Rival Consoles,Night Melody / Articulation,Melodica,0.0371
083S05Z9v1loxTWYUzrTZo,Skurken,De Kalder Mig Skurken,De Kalder Mig Skurken,0.562
6J0veWXt8Ad4djdJV5bOa2,Sonic Area,Music for Ghosts,Never Ever More,0.119
4XXqOoGYooQN04TZ6ubiq7,Plaid,Rest Proof Clockwork,Lambs Eye,0.25
7rz0EoPolZisL0VKiIarHG,Plaid,scintilli,founded,0.289
7dtz7hmAi1d7B2Dnmx7bWX,Ceephax Acid Crew,World Dissolver,Legend of Phaxalot,0.523
5z5wfOe47u5JBRsrfJHUav,Ceephax Acid Crew,Box Steady,Capsule in Space - Album Mix,0.0966
2bEFcAISP2KpoWCiWI6Pzc,Mouse On Mars,Iaora Tahiti,Stereomission,0.592
7mNIlF7kBjbpVxQH9FIDdb,Plaid,Rest Proof Clockwork,Pino Pomo,0.694
2gxWnbowNyblaoGxA4TeLx,Plaid,Rest Proof Clockwork,Last Remembered Thing,0.961
5FtOkc80eXbWpHeEPwdfYp,Fernando Corona;Griss Romero,Mienteme,Mienteme,0.607
16fZFSlV2VIDcY77mVtUMI,Oval,94diskont.,Do While ⌘X,0.39
0k7UbZFOcNSebBda0H52rT,Yosi Horikawa,Vapor,Stars,0.0427
7MNIlnUPngvMvJDyhwAeVs,Go-qualia,Puella Magi,Requiem,0.0533
0MpYcFOQXnjkQF4hRKpetC,Rei Harakami,[lust],owari no kisetsu,0.542
2Y1z54YDD3qkrPvxW5NhJZ,Autechre,Tri Repetae,Eutow,0.0763
4NWgX0HvFgy070AyQOSzch,Dither,In for the Kill,In for the Kill,0.289
1V5Dp4puHLcNQqwPjnldNE,Susumu Yokota,Symbol,Long Long Silk Bridge,0.506
24Wpw15x8ouDcG9z2ixJSm,Ocoeur,Digiseeds,Outside,0.0373
0E0RNF1SGwL44s3PU52gIb,LFO,Sheath,Freak,0.779
6nGEJ0rUpxnPvrhdi6sWDb,Subheim,No Land Called Home,Dusk,0.0669
0l6iogQpbVXqjdK2KO84eX,Ben Lukas Boysen;Paul Emmerich,The Lazarus Project (Original Score),No Choice,0.0286
1ENkpHz1LU2JlH0g3HnO2W,LFO,Frequencies,LFO (Leeds Warehouse Mix),0.639
0N5MJALrQQmuQSoXmMbJBc,Ocoeur,Connections,Breaking the Circle,0.211
4iVsj42a9ubLzXMydycvY9,Luke Abbott,Translate,Our Scene,0.752
3MSgpnyBaS25lKi8BZRA1z,Rival Consoles,Howl,Looming,0.0273
3kybqDbdihzfBfJQoCgnPM,Tineidae,Exo,Battle Scars,0.0362
7AipkV4bCChCaQXRltMtUY,Tineidae,Exo,"Stars so Bright, My Eyes Hurt",0.0323
6ym5ZwHzAHnQYfYu1HyWNE,Tineidae,Exo,Metal Claws,0.0591
1r6ydnQKC9Ukvh87ANT0Hh,Leafcutter John,Yes! Come Parade With Us,Yes! Come Parade With Us,0.324
0hVoGcQfWl7KnAhi7cpXC3,dreissk,State of Decay 2 (Original Game Soundtrack),New Hope,0.0356
3q15mB5NqNtXn774xz8RLl,dreissk,State of Decay 2 (Original Game Soundtrack),Horizon,0.0375
09C0LTpn3BN542xdXSGTRg,Kelpe;Mr Beatnick,All the Way Round (Mr Beatnick Remix),All the Way Round - Mr Beatnick Remix,0.269
1LQmyPcWxfN7yih7FYUNXe,Luke Vibert,YosepH,I Love Acid,0.856
5PwXYTD7dt1cWasp4HTZxo,Digitonal,Save Your Light For Darker Days,Gone,0.585
7ri2wXigElmFVgF5CAcrSF,Rival Consoles,LUZoSCURA,Not Really - Mixed,0.27
5seVVzH1SZXwu7UjrDcHnD,Autechre,Anti,Lost,0.492
1MUSgY9KEeU2t6nl9LqVau,alva noto,Unieqav,Uni Mic B,0.0931
3v3oesSBRenN7LWC74sMzu,dreissk,State of Decay 2 (Original Game Soundtrack),Help from Strangers,0.0353
2cBXzWQ4ywyh8B3IK6br9U,Bogdan Raczynski,MyLoveILove,MyLoveILove,0.172
7DpNW5X7nSJu60V9fvLKLr,alva noto,Unieqav,Uni Mic A,0.254
4LX2o9t2630MhOhdLwewU4,alva noto;Ryuichi Sakamoto,Insen (Remaster),Aurora,0.0315
6NNCtrTh1VbXnrlpGyEqtp,Stendeck,Scintilla,Tight Around Her Throat She Slips Away,0.11
6UdhadB8RTc9cVGIljWdqv,Rival Consoles,Articulation,Vibrations on a String,0.0333
4ZmLXCBmuMjK5RlCsCHowb,Tineidae,Mothership,Mothership Calls,0.0374
5Mlqo5XtiCD2ylhCl48qpN,Plaid,Double Figure,Tak 5,0.677
1AIGKn1iLOx9jLIQoaONLG,Casino Versus Japan,Back To Mine: Tycho,It's Very Sunny,0.915
46POHHZrPa02pimk5bbglN,Karsten Pflum;John Tejada,Revealed EP,Earthday ( John Tejada Remix ),0.663
45OEbsXYGYgCcymMK5tI1s,Autechre,Anvil Vapre,Second Peng,0.404
1hsw3UqTfkNySWRJfoSMIk,Plaid,Reachy Prints,Liverpool St,0.343
3hE0qHC9sWZnp5Y6chtQPn,Dither;Deadly Guns;Warface,Masters Of Hardcore Magnum Opus (Chapter XLIII),We Always Rise,0.174
5K79UpfeovvkEN5QEk55tw,Two Lone Swordsmen,The Fifth Mission (Return to the Flightpath Estate),Rico's Helly,0.759
4PLGdqm5iVAI8JX2pN1Jtn,Arovane,Tides (2022 Remaster),The Storm - 2022 Remaster,0.0366
4aoKf8cv00xCfS3AGRbKOS,Rei Harakami,opa*q,on - ian o'brien mix,0.74
0kMzT1kil4veF1JCm8NovK,Posthuman;Mac & Ward,fabric presents TSHA (Mixed),You're Mine - Mac & Ward Extended Remix Mixed,0.657
52WDGYC5hUqUnVIidp7MrK,Stendeck,Folgor,"Come to Me, Close Your Eyes and Lose Yourself Inside Me",0.293
0NkHu62RBt8U5WvjeUJfDA,Rival Consoles,Night Melody / Articulation,Articulation,0.148
4jCxB08UPEgCRa1JXRNIpt,Susumu Yokota,Acid Mt.Fuji (2016 Remaster Deluxe Edition),Tanuki,0.336
5bmejRX7J7J5Ndq55VmIrU,Dither;Deadly Guns;Warface,Decibel Outdoor 2022,We Always Rise,0.174
6qr0lZrV5ObsPAYjJ5s2dG,Dither;Deadly Guns,Hardshock Festival 2019,Playing With Fire [Mixed],0.179
4ynouDOkEc3dvqRBeKwAAh,Dither;Promo,Tools of Demolition,Strictly Hardcore,0.194
5ScQUMfDvZtA9FyntKwiON,Ishome,Caraboo,Heute,0.306
56j3zwZ3Wgw7oBQtKyeBvM,Bogdan Raczynski,Samurai Math Beats,Samurai Masu Biitsu,0.568
5kf27BqmZG25H7Jy0XEsZp,alva noto;Ryuichi Sakamoto;Ensemble Modern,Utp_,Grains,0.0313
5s3XtrhzIKNZaiFpt7Gp5W,µ-Ziq,Hello,Hello,0.615
3ieQfFZ4juT6uOsboZJkmF,Ishome,Confession,Tetra 94 - Part 1,0.423
2Miv84OmpDCVtp04gCSDiC,Cybass,Akane (Original Soundtrack),Cut U,0.0629
1rMWwirpDzI52mJlZlleen,Cybass,Akane (Original Soundtrack),Yellow Jumpsuit,0.272
5C9czXXsCVQ7E1e0MP9eBe,Plaid,Perspex,Perspex,0.0819
2PwCV645LLNRVNtG44JEiO,Ilkae,Pistachio Island,Hublander,0.492
7elWHQx6ONpP4sENVU5c97,Ben Lukas Boysen,Gravity (Special Edition),Gravity,0.0505
0naZk6fpzqAZFZg0CO9LOY,Freescha,Kids Fill the Floor,Every Shiney Night,0.038
1fgkOumz5ma3ogCAqW9ueH,Ilkae,Pistachio Island,Lis Tail,0.122
6j7Qzki3m5224s40fxZ8BQ,Casino Versus Japan,Echo Counting,Our Light,0.0629
4X6H6TvuTbuUO1q5KED9ng,Cybass,Akane (Original Soundtrack),"Guns, Lots of Guns",0.805
5Oq2nj5jjVoTFZngETjLSP,Datassette,Existenzmaximum - EP,Shooz Who,0.502
5Vy4uSUbN0fDaAKqdsEetB,Ilkae,Pistachio Island,Orange Line,0.846
3cUaWoVYRo3dmKp8Ivi4N5,Bogdan Raczynski,Rave 'Till You Cry,307 33m15,0.262
5VQlOPJ5WE6J2zqqG9lqz0,Monolake,Ghosts,Toku,0.4
4x4rdl9BI6bExssEg3b08Q,alva noto,"Xerrox, Vol. 4",Xerrox Calypsoid 1,0.0548
2Yjl7hEtcrABLUMk455moN,Ilkae,Pistachio Island,Jump Jet Tiger,0.661
0T3ztAdKHMk66hFSrYdtHt,alva noto;Ryuichi Sakamoto,Two (Live at Sydney Opera House),Monomom - Live,0.036
4D9fw6C9JR6XaBKS7dwy2O,Seefeel,Succour (Redux),Extract,0.194
7Jjy3vN8t59k8L4obJLCJx,Metamatics,Midnight Sun Pig,Liquid Gel,0.774
4i6O3UAq9i9dMWu4u7W42v,alva noto;Ryuichi Sakamoto,Two (Live at Sydney Opera House),Trioon II - Live,0.0344
4GKpZOfcdXL6GS6W5ooYsH,Bogdan Raczynski,Samurai Math Beats,Why? Why?,0.341
3X28fy27AnwW8xZIxNm95p,Casino Versus Japan,Echo Counting,Luton,0.683
4H0FI7G8KDUz4Xge92bVOs,Bogdan Raczynski,MyLoveILove,MyLoveILove,0.247
3Ib3XlN8iYmGf0hoa5wFye,B12,Time Tourist (Expanded Edition),Epilion,0.477
02gfe0xcLymHXarFnaNLnL,Ilkae,Pistachio Island,Sink Lateral,0.919
2ZSKHZAik2ZYl3PhdhjXA8,Casino Versus Japan,Echo Counting,Blinking,0.552
3M7fCbcfzvJAbDK4WEn4fx,alva noto;Ryuichi Sakamoto,Two (Live at Sydney Opera House),Berlin - Live,0.0299
